ID,label
676,1
677,9
678,2
679,0
680,2
681,8
682,5
683,9
684,8
685,2
686,8
687,5
688,3
689,1
690,2
691,3
692,2
693,8
694,7
695,7
696,9
697,1
698,0
699,3
700,7
701,1
702,9
703,5
704,8
705,7
706,3
707,7
708,9
709,5
710,4
711,1
712,9
713,8
714,6
715,0
716,9
717,5
718,7
719,6
720,9
721,8
722,3
723,1
724,7
725,4
726,6
727,4
728,3
729,0
730,8
731,5
732,7
733,7
734,0
735,1
736,7
737,1
738,9
739,7
740,3
741,2
742,3
743,1
744,9
745,6
746,7
747,6
748,2
749,7
750,9
751,1
752,5
753,2
754,9
755,1
756,5
757,1
758,5
759,1
760,8
761,3
762,0
763,6
764,7
765,8
766,6
767,5
768,9
769,3
770,1
771,7
772,0
773,7
774,1
775,6
776,0
777,2
778,1
779,2
780,0
781,1
782,5
783,2
784,6
785,3
786,0
787,8
788,2
789,1
790,7
791,1
792,0
793,0
794,2
795,4
796,4
797,8
798,2
799,9
800,7
801,9
802,4
803,9
804,2
805,8
806,0
807,6
808,8
809,4
810,0
811,6
812,6
813,8
814,4
815,9
816,3
817,8
818,8
819,6
820,3
821,0
822,9
823,2
824,0
825,1
826,7
827,7
828,2
829,2
830,0
831,4
832,0
833,0
834,5
835,4
836,3
837,3
838,4
839,6
840,7
841,3
842,3
843,6
844,4
845,1
846,7
847,2
848,6
849,1
850,0
851,3
852,6
853,2
854,7
855,9
856,4
857,6
858,1
859,6
860,5
861,9
862,0
863,7
864,9
865,1
866,5
867,9
868,8
869,7
870,0
871,3
872,0
873,4
874,9
875,2
876,6
877,6
878,9
879,5
880,9
881,3
882,8
883,1
884,5
885,9
886,4
887,6
888,3
889,0
890,4
891,0
892,0
893,2
894,1
895,4
896,6
897,5
898,0
899,9
900,1
901,6
902,9
903,3
904,4
905,1
906,1
907,7
908,1
909,6
910,0
911,1
912,9
913,7
914,2
915,8
916,6
917,8
918,6
919,5
920,2
921,1
922,1
923,8
924,4
925,9
926,2
927,0
928,5
929,4
930,2
931,7
932,0
933,6
934,9
935,1
936,1
937,6
938,5
939,9
940,8
941,5
942,4
943,9
944,0
945,2
946,8
947,6
948,1
949,4
950,2
951,9
952,5
953,2
954,5
955,1
956,9
957,3
958,4
959,9
960,7
961,2
962,9
963,1
964,4
965,8
966,8
967,2
968,4
969,9
970,9
971,0
972,1
973,2
974,2
975,0
976,0
977,1
978,3
979,6
980,0
981,2
982,9
983,4
984,8
985,7
986,9
987,9
988,6
989,2
990,6
991,4
992,8
993,8
994,3
995,2
996,3
997,1
998,9
999,4
1000,5
1001,9
1002,0
1003,9
1004,7
1005,2
1006,0
1007,4
1008,6
1009,6
1010,1
1011,3
1012,8
1013,7
1014,8
1015,0
1016,7
1017,8
1018,2
1019,1
1020,8
1021,0
1022,2
1023,4
1024,8
1025,3
1026,7
1027,9
1028,4
1029,8
1030,5
1031,1
1032,3
1033,4
1034,2
1035,3
1036,2
1037,9
1038,2
1039,5
1040,5
1041,5
1042,6
1043,8
1044,3
1045,0
1046,9
1047,1
1048,5
1049,9
1050,4
1051,5
1052,8
1053,6
1054,1
1055,1
1056,0
1057,1
1058,6
1059,9
1060,0
1061,3
1062,9
1063,6
1064,5
1065,8
1066,1
1067,9
1068,6
1069,7
1070,0
1071,9
1072,4
1073,0
1074,9
1075,3
1076,1
1077,4
1078,4
1079,8
1080,9
1081,7
1082,8
1083,9
1084,9
1085,5
1086,6
1087,5
1088,7
1089,1
1090,5
1091,8
1092,2
1093,8
1094,4
1095,9
1096,9
1097,8
1098,1
1099,2
1100,3
1101,6
1102,0
1103,5
1104,1
1105,9
1106,2
1107,3
1108,0
1109,4
1110,5
1111,3
1112,4
1113,8
1114,7
1115,8
1116,5
1117,1
1118,9
1119,2
1120,6
1121,2
1122,3
1123,7
1124,9
1125,1
1126,7
1127,9
1128,5
1129,9
1130,1
1131,0
1132,1
1133,1
1134,8
1135,3
1136,2
1137,1
1138,0
1139,5
1140,4
1141,0
1142,4
1143,6
1144,6
1145,3
1146,9
1147,5
1148,5
1149,9
1150,8
1151,8
1152,2
1153,9
1154,9
1155,4
1156,0
1157,4
1158,2
1159,2
1160,7
1161,7
1162,7
1163,6
1164,5
1165,7
1166,1
1167,4
1168,3
1169,4
1170,2
1171,6
1172,7
1173,1
1174,0
1175,8
1176,0
1177,6
1178,9
1179,4
1180,2
1181,6
1182,7
1183,9
1184,9
1185,8
1186,9
1187,8
1188,4
1189,9
1190,8
1191,9
1192,4
1193,8
1194,2
1195,2
1196,8
1197,9
1198,4
1199,6
1200,7
1201,7
1202,9
1203,3
1204,9
1205,1
1206,5
1207,2
1208,7
1209,8
1210,0
1211,6
1212,1
1213,3
1214,2
1215,9
1216,4
1217,4
1218,8
1219,8
1220,9
1221,7
1222,6
1223,9
1224,8
1225,6
1226,5
1227,4
1228,1
1229,8
1230,4
1231,0
1232,5
1233,6
1234,9
1235,6
1236,0
1237,8
1238,7
1239,2
1240,0
1241,9
1242,9
1243,5
1244,4
1245,9
1246,3
1247,7
1248,2
1249,6
1250,0
1251,7
1252,6
1253,9
1254,0
1255,3
1256,3
1257,8
1258,0
1259,0
1260,6
1261,2
1262,6
1263,7
1264,7
1265,5
1266,3
1267,1
1268,2
1269,5
1270,4
1271,9
1272,3
1273,6
1274,7
1275,8
1276,4
1277,2
1278,5
1279,3
1280,6
1281,7
1282,7
1283,8
1284,1
1285,3
1286,5
1287,4
1288,3
1289,6
1290,3
1291,3
1292,2
1293,3
1294,7
1295,3
1296,7
1297,1
1298,0
1299,7
1300,2
1301,4
1302,3
1303,0
1304,1
1305,0
1306,4
1307,1
1308,6
1309,1
1310,8
1311,5
1312,7
1313,5
1314,3
1315,1
1316,9
1317,5
1318,7
1319,1
1320,3
1321,4
1322,4
1323,9
1324,4
1325,8
1326,8
1327,6
1328,0
1329,9
1330,6
1331,9
1332,3
1333,3
1334,2
1335,4
1336,2
1337,5
1338,1
1339,6
1340,0
1341,9
1342,7
1343,1
1344,0
1345,7
1346,6
1347,3
1348,1
1349,5
1350,9
1351,4
1352,8
1353,6
1354,5
1355,7
1356,2
1357,4
1358,4
1359,2
1360,1
1361,9
1362,0
1363,2
1364,3
1365,1
1366,8
1367,0
1368,4
1369,8
1370,5
1371,6
1372,3
1373,8
1374,1
1375,4
1376,0
1377,0
1378,9
1379,1
1380,2
1381,5
1382,6
1383,7
1384,9
1385,2
1386,8
1387,3
1388,9
1389,2
1390,0
1391,7
1392,5
1393,2
1394,0
1395,9
1396,2
1397,4
1398,7
1399,9
1400,5
1401,6
1402,4
1403,8
1404,3
1405,5
1406,2
1407,6
1408,9
1409,8
1410,1
1411,2
1412,2
1413,4
1414,6
1415,4
1416,7
1417,0
1418,5
1419,8
1420,0
1421,1
1422,7
1423,1
1424,4
1425,8
1426,9
1427,7
1428,5
1429,1
1430,0
1431,0
1432,4
1433,4
1434,0
1435,0
1436,8
1437,6
1438,2
1439,6
1440,6
1441,5
1442,3
1443,4
1444,8
1445,0
1446,2
1447,6
1448,4
1449,4
1450,3
1451,7
1452,1
1453,9
1454,2
1455,1
1456,7
1457,1
1458,4
1459,1
1460,8
1461,0
1462,8
1463,1
1464,7
1465,1
1466,2
1467,5
1468,6
1469,0
1470,6
1471,5
1472,0
1473,3
1474,0
1475,0
1476,5
1477,5
1478,3
1479,1
1480,7
1481,7
1482,5
1483,9
1484,8
1485,3
1486,1
1487,7
1488,4
1489,5
1490,2
1491,1
1492,7
1493,9
1494,5
1495,4
1496,1
1497,2
1498,3
1499,7
1500,8
1501,3
1502,9
1503,1
1504,3
1505,0
1506,6
1507,5
1508,6
1509,5
1510,5
1511,0
1512,1
1513,1
1514,9
1515,8
1516,1
1517,6
1518,7
1519,0
1520,0
1521,3
1522,8
1523,6
1524,7
1525,4
1526,9
1527,2
1528,9
1529,5
1530,5
1531,3
1532,2
1533,0
1534,1
1535,5
1536,0
1537,9
1538,7
1539,3
1540,1
1541,5
1542,0
1543,1
1544,3
1545,8
1546,8
1547,1
1548,5
1549,2
1550,9
1551,9
1552,0
1553,2
1554,2
1555,9
1556,2
1557,7
1558,2
1559,9
1560,7
1561,2
1562,8
1563,2
1564,7
1565,1
1566,7
1567,1
1568,9
1569,1
1570,3
1571,9
1572,3
1573,5
1574,9
1575,8
1576,3
1577,2
1578,8
1579,3
1580,0
1581,8
1582,7
1583,1
1584,4
1585,6
1586,9
1587,8
1588,1
1589,5
1590,8
1591,1
1592,9
1593,4
1594,9
1595,8
1596,9
1597,7
1598,3
1599,1
1600,6
1601,5
1602,6
1603,5
1604,1
1605,2
1606,7
1607,2
1608,2
1609,7
1610,8
1611,4
1612,3
1613,4
1614,1
1615,6
1616,7
1617,4
1618,8
1619,6
1620,7
1621,7
1622,4
1623,4
1624,2
1625,5
1626,5
1627,8
1628,0
1629,6
1630,4
1631,3
1632,9
1633,8
1634,2
1635,8
1636,0
1637,5
1638,3
1639,0
1640,4
1641,8
1642,7
1643,2
1644,4
1645,3
1646,6
1647,5
1648,9
1649,1
1650,8
1651,1
1652,9
1653,9
1654,8
1655,7
1656,9
1657,6
1658,6
1659,2
1660,6
1661,9
1662,7
1663,0
1664,5
1665,5
1666,2
1667,6
1668,8
1669,4
1670,0
1671,5
1672,5
1673,5
1674,8
1675,4
1676,1
1677,8
1678,0
1679,5
1680,5
1681,8
1682,6
1683,5
1684,1
1685,0
1686,2
1687,4
1688,5
1689,6
1690,1
1691,7
1692,7
1693,6
1694,1
1695,2
1696,1
1697,7
1698,6
1699,9
1700,3
1701,0
1702,5
1703,4
1704,0
1705,9
1706,8
1707,8
1708,8
1709,2
1710,1
1711,4
1712,9
1713,8
1714,9
1715,4
1716,3
1717,8
1718,7
1719,9
1720,4
1721,5
1722,9
1723,6
1724,9
1725,3
1726,0
1727,1
1728,3
1729,1
1730,0
1731,8
1732,9
1733,7
1734,7
1735,9
1736,8
1737,0
1738,3
1739,3
1740,4
1741,5
1742,3
1743,4
1744,5
1745,2
1746,5
1747,8
1748,2
1749,7
1750,7
1751,3
1752,6
1753,3
1754,0
1755,3
1756,3
1757,7
1758,1
1759,9
1760,9
1761,6
1762,5
1763,3
1764,7
1765,9
1766,9
1767,0
1768,7
1769,0
1770,5
1771,0
1772,8
1773,8
1774,7
1775,4
1776,3
1777,8
1778,9
1779,4
1780,0
1781,1
1782,5
1783,6
1784,1
1785,1
1786,8
1787,9
1788,3
1789,2
1790,9
1791,9
1792,4
1793,1
1794,0
1795,1
1796,0
1797,1
1798,2
1799,1
1800,4
1801,8
1802,9
1803,4
1804,9
1805,7
1806,7
1807,9
1808,9
1809,9
1810,7
1811,3
1812,3
1813,3
1814,9
1815,1
1816,8
1817,6
1818,4
1819,0
1820,8
1821,4
1822,2
1823,3
1824,0
1825,7
1826,4
1827,2
1828,0
1829,8
1830,7
1831,9
1832,3
1833,2
1834,4
1835,9
1836,1
1837,8
1838,5
1839,4
1840,6
1841,7
1842,5
1843,2
1844,1
1845,2
1846,8
1847,7
1848,4
1849,8
1850,1
1851,9
1852,1
1853,0
1854,4
1855,8
1856,4
1857,2
1858,3
1859,9
1860,1
1861,9
1862,0
1863,1
1864,8
1865,4
1866,1
1867,7
1868,1
1869,8
1870,0
1871,7
1872,3
1873,6
1874,2
1875,4
1876,8
1877,6
1878,6
1879,5
1880,8
1881,3
1882,9
1883,1
1884,2
1885,1
1886,0
1887,0
1888,5
1889,8
1890,2
1891,0
1892,6
1893,6
1894,2
1895,6
1896,2
1897,7
1898,0
1899,1
1900,6
1901,7
1902,1
1903,7
1904,0
1905,8
1906,9
1907,4
1908,9
1909,9
1910,2
1911,7
1912,5
1913,7
1914,2
1915,3
1916,8
1917,6
1918,1
1919,1
1920,6
1921,6
1922,6
1923,4
1924,8
1925,3
1926,9
1927,7
1928,5
1929,3
1930,7
1931,5
1932,2
1933,0
1934,3
1935,5
1936,5
1937,7
1938,9
1939,1
1940,3
1941,9
1942,5
1943,3
1944,4
1945,2
1946,1
1947,0
1948,3
1949,2
1950,1
1951,0
1952,7
1953,9
1954,2
1955,1
1956,1
1957,1
1958,1
1959,4
1960,2
1961,9
1962,9
1963,5
1964,4
1965,7
1966,2
1967,0
1968,8
1969,8
1970,6
1971,9
1972,7
1973,6
1974,9
1975,5
1976,5
1977,9
1978,2
1979,4
1980,7
1981,5
1982,5
1983,8
1984,2
1985,5
1986,5
1987,5
1988,4
1989,2
1990,4
1991,6
1992,9
1993,1
1994,5
1995,3
1996,6
1997,1
1998,0
1999,8
2000,4
2001,1
2002,7
2003,3
2004,8
2005,4
2006,3
2007,2
2008,1
2009,3
2010,0
2011,1
2012,6
2013,3
2014,4
2015,8
2016,3
2017,4
2018,4
2019,6
2020,2
2021,0
2022,8
2023,5
2024,9
2025,6
2026,8
2027,5
2028,7
2029,1
2030,3
2031,9
2032,5
2033,6
2034,8
2035,6
2036,5
2037,5
2038,1
2039,9
2040,2
2041,7
2042,2
2043,3
2044,9
2045,5
2046,1
2047,0
2048,0
2049,1
2050,7
2051,8
2052,4
2053,7
2054,3
2055,6
2056,1
2057,5
2058,7
2059,9
2060,6
2061,2
2062,2
2063,9
2064,7
2065,7
2066,1
2067,7
2068,9
2069,0
2070,7
2071,3
2072,1
2073,7
2074,6
2075,6
2076,1
2077,7
2078,7
2079,1
2080,5
2081,4
2082,1
2083,0
2084,9
2085,0
2086,3
2087,9
2088,3
2089,0
2090,1
2091,7
2092,4
2093,6
2094,3
2095,1
2096,3
2097,5
2098,7
2099,4
2100,8
2101,5
2102,2
2103,0
2104,6
2105,1
2106,9
2107,1
2108,1
2109,7
2110,3
2111,1
2112,0
2113,1
2114,7
2115,2
2116,9
2117,4
2118,8
2119,4
2120,9
2121,0
2122,7
2123,5
2124,1
2125,8
2126,9
2127,2
2128,0
2129,6
2130,4
2131,5
2132,2
2133,5
2134,7
2135,8
2136,3
2137,1
2138,1
2139,5
2140,1
2141,4
2142,2
2143,4
2144,1
2145,0
2146,3
2147,5
2148,2
2149,9
2150,0
2151,1
2152,3
2153,6
2154,3
2155,5
2156,7
2157,9
2158,2
2159,8
2160,0
2161,2
2162,6
2163,8
2164,4
2165,1
2166,8
2167,4
2168,6
2169,2
2170,5
2171,1
2172,2
2173,0
2174,0
2175,7
2176,0
2177,7
2178,8
2179,9
2180,7
2181,6
2182,9
2183,3
2184,9
2185,3
2186,8
2187,6
2188,8
2189,4
2190,9
2191,4
2192,1
2193,1
2194,4
2195,4
2196,1
2197,8
2198,8
2199,8
2200,6
2201,8
2202,1
2203,9
2204,7
2205,7
2206,0
2207,7
2208,8
2209,3
2210,6
2211,6
2212,0
2213,8
2214,3
2215,3
2216,0
2217,4
2218,2
2219,7
2220,9
2221,7
2222,4
2223,7
2224,1
2225,0
2226,7
2227,2
2228,3
2229,0
2230,8
2231,5
2232,3
2233,5
2234,1
2235,1
2236,1
2237,9
2238,6
2239,9
2240,8
2241,5
2242,6
2243,0
2244,0
2245,1
2246,2
2247,1
2248,1
2249,9
2250,6
2251,6
2252,1
2253,6
2254,1
2255,7
2256,0
2257,8
2258,5
2259,2
2260,1
2261,3
2262,6
2263,9
2264,4
2265,1
2266,0
2267,2
2268,8
2269,8
2270,3
2271,3
2272,8
2273,9
2274,3
2275,2
2276,1
2277,0
2278,1
2279,4
2280,0
2281,2
2282,4
2283,6
2284,8
2285,4
2286,6
2287,1
2288,1
2289,0
2290,4
2291,8
2292,6
2293,3
2294,7
2295,0
2296,4
2297,2
2298,3
2299,9
2300,5
2301,4
2302,5
2303,7
2304,6
2305,6
2306,6
2307,8
2308,7
2309,9
2310,9
2311,1
2312,1
2313,2
2314,3
2315,4
2316,5
2317,5
2318,4
2319,0
2320,1
2321,1
2322,1
2323,1
2324,0
2325,6
2326,2
2327,5
2328,7
2329,8
2330,8
2331,1
2332,9
2333,7
2334,8
2335,2
2336,7
2337,3
2338,0
2339,7
2340,6
2341,9
2342,3
2343,1
2344,2
2345,7
2346,0
2347,3
2348,0
2349,6
2350,8
2351,7
2352,4
2353,1
2354,0
2355,8
2356,7
2357,3
2358,0
2359,5
2360,4
2361,4
2362,1
2363,8
2364,5
2365,1
2366,1
2367,3
2368,3
2369,3
2370,3
2371,0
2372,2
2373,0
2374,0
2375,5
2376,0
2377,0
2378,9
2379,8
2380,2
2381,4
2382,9
2383,9
2384,3
2385,1
2386,6
2387,1
2388,8
2389,0
2390,5
2391,3
2392,6
2393,2
2394,1
2395,0
2396,2
2397,3
2398,7
2399,3
2400,8
2401,7
2402,8
2403,4
2404,4
2405,7
2406,1
2407,6
2408,9
2409,2
2410,7
2411,9
2412,7
2413,3
2414,3
2415,5
2416,1
2417,5
2418,9
2419,1
2420,9
2421,9
2422,8
2423,3
2424,6
2425,5
2426,8
2427,2
2428,3
2429,6
2430,1
2431,8
2432,3
2433,7
2434,4
2435,6
2436,2
2437,5
2438,5
2439,5
2440,8
2441,5
2442,7
2443,5
2444,6
2445,4
2446,1
2447,6
2448,4
2449,1
2450,8
2451,8
2452,2
2453,2
2454,3
2455,4
2456,3
2457,6
2458,8
2459,1
2460,4
2461,0
2462,1
2463,4
2464,8
2465,9
2466,5
2467,9
2468,8
2469,6
2470,6
2471,5
2472,5
2473,7
2474,6
2475,8
2476,8
2477,2
2478,2
2479,5
2480,3
2481,0
2482,2
2483,7
2484,6
2485,9
2486,8
2487,3
2488,5
2489,1
2490,1
2491,4
2492,5
2493,3
2494,2
2495,0
2496,0
2497,4
2498,8
2499,4
2500,3
2501,3
2502,3
2503,5
2504,9
2505,9
2506,9
2507,3
2508,8
2509,4
2510,9
2511,7
2512,2
2513,6
2514,9
2515,0
2516,9
2517,4
2518,0
2519,3
2520,0
2521,6
2522,9
2523,1
2524,7
2525,3
2526,1
2527,1
2528,8
2529,7
2530,2
2531,3
2532,2
2533,8
2534,8
2535,0
2536,2
2537,6
2538,9
2539,7
2540,0
2541,2
2542,2
2543,6
2544,8
2545,4
2546,4
2547,1
2548,7
2549,6
2550,5
2551,9
2552,0
2553,2
2554,0
2555,9
2556,5
2557,0
2558,4
2559,2
2560,3
2561,3
2562,8
2563,3
2564,8
2565,1
2566,6
2567,7
2568,0
2569,4
2570,4
2571,3
2572,9
2573,9
2574,3
2575,1
2576,1
2577,4
2578,0
2579,4
2580,8
2581,1
2582,0
2583,8
2584,3
2585,9
2586,2
2587,2
2588,9
2589,9
2590,3
2591,2
2592,0
2593,6
2594,6
2595,3
2596,4
2597,0
2598,2
2599,1
2600,3
2601,6
2602,1
2603,4
2604,7
2605,6
2606,2
2607,6
2608,5
2609,6
2610,5
2611,3
2612,2
2613,0
2614,8
2615,1
2616,2
2617,1
2618,2
2619,5
2620,1
2621,8
2622,2
2623,7
2624,3
2625,6
2626,3
2627,8
2628,1
2629,4
2630,5
2631,7
2632,4
2633,3
2634,2
2635,0
2636,9
2637,5
2638,9
2639,7
2640,0
2641,9
2642,3
2643,8
2644,8
2645,5
2646,5
2647,0
2648,0
2649,6
2650,2
2651,0
2652,0
2653,9
2654,8
2655,7
2656,4
2657,6
2658,1
2659,1
2660,9
2661,5
2662,5
2663,6
2664,5
2665,1
2666,8
2667,5
2668,5
2669,0
2670,9
2671,2
2672,4
2673,1
2674,0
2675,4
2676,3
2677,7
2678,9
2679,4
2680,1
2681,5
2682,1
2683,2
2684,8
2685,4
2686,7
2687,6
2688,0
2689,5
2690,2
2691,4
2692,3
2693,1
2694,8
2695,0
2696,9
2697,6
2698,1
2699,4
2700,0
2701,9
2702,9
2703,3
2704,9
2705,5
2706,0
2707,1
2708,2
2709,7
2710,0
2711,1
2712,4
2713,7
2714,3
2715,9
2716,2
2717,2
2718,4
2719,8
2720,8
2721,1
2722,1
2723,3
2724,4
2725,5
2726,9
2727,8
2728,0
2729,1
2730,6
2731,4
2732,7
2733,1
2734,5
2735,7
2736,6
2737,3
2738,9
2739,9
2740,4
2741,1
2742,6
2743,5
2744,9
2745,6
2746,2
2747,5
2748,4
2749,0
2750,9
2751,8
2752,1
2753,6
2754,7
2755,8
2756,0
2757,4
2758,5
2759,7
2760,9
2761,5
2762,7
2763,3
2764,7
2765,7
2766,9
2767,3
2768,4
2769,3
2770,4
2771,5
2772,5
2773,2
2774,1
2775,7
2776,8
2777,6
2778,0
2779,4
2780,3
2781,0
2782,5
2783,8
2784,0
2785,7
2786,8
2787,9
2788,1
2789,7
2790,6
2791,2
2792,0
2793,2
2794,4
2795,5
2796,3
2797,6
2798,4
2799,4
2800,4
2801,0
2802,2
2803,3
2804,1
2805,3
2806,7
2807,6
2808,3
2809,0
2810,5
2811,9
2812,7
2813,9
2814,0
2815,8
2816,0
2817,8
2818,1
2819,0
2820,7
2821,0
2822,6
2823,8
2824,2
2825,2
2826,9
2827,1
2828,0
2829,1
2830,9
2831,9
2832,0
2833,3
2834,8
2835,7
2836,8
2837,0
2838,3
2839,0
2840,9
2841,8
2842,7
2843,3
2844,9
2845,2
2846,0
2847,2
2848,1
2849,9
2850,7
2851,9
2852,8
2853,1
2854,3
2855,8
2856,8
2857,2
2858,4
2859,7
2860,4
2861,1
2862,1
2863,9
2864,4
2865,6
2866,2
2867,4
2868,4
2869,0
2870,9
2871,3
2872,6
2873,8
2874,3
2875,9
2876,5
2877,5
2878,1
2879,1
2880,5
2881,0
2882,8
2883,1
2884,3
2885,8
2886,9
2887,6
2888,8
2889,7
2890,0
2891,1
2892,5
2893,1
2894,8
2895,0
2896,9
2897,2
2898,0
2899,0
2900,9
2901,8
2902,6
2903,3
2904,6
2905,3
2906,0
2907,4
2908,9
2909,7
2910,2
2911,8
2912,8
2913,9
2914,2
2915,6
2916,6
2917,4
2918,1
2919,2
2920,2
2921,1
2922,5
2923,6
2924,8
2925,1
2926,8
2927,5
2928,2
2929,5
2930,7
2931,9
2932,2
2933,1
2934,7
2935,6
2936,5
2937,1
2938,9
2939,8
2940,9
2941,7
2942,3
2943,7
2944,5
2945,1
2946,2
2947,1
2948,6
2949,2
2950,6
2951,8
2952,1
2953,3
2954,6
2955,3
2956,6
2957,7
2958,7
2959,7
2960,5
2961,1
2962,2
2963,8
2964,4
2965,8
2966,7
2967,4
2968,8
2969,6
2970,8
2971,9
2972,7
2973,7
2974,1
2975,1
2976,9
2977,8
2978,7
2979,6
2980,4
2981,7
2982,8
2983,2
2984,1
2985,6
2986,9
2987,9
2988,5
2989,6
2990,3
2991,1
2992,7
2993,0
2994,4
2995,1
2996,8
2997,7
